Category,Topology,Source Framework,Precision,Inferred With,CPU,GPU,NPU,Last Verified
Large Language Model,pythia-12b,pytorch,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Large Language Model,pythia-12b,pytorch,INT4-MIXED,OpenVINO,passed,,,OpenVINO 2026.2
Large Language Model,pythia-12b,pytorch,INT8-CW,OpenVINO,passed,,,OpenVINO 2026.2
Large Language Model,pythia-12b,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,pythia-14m,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,pythia-160m,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,pythia-1b,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,pythia-2.8b,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,pythia-410m,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,pythia-6.9b,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,pythia-70m,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,Pythia-Chat-Base-7B,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Image to Image,pytorch_CycleGAN_and_pix2pix,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image to Image,pytorch_stargan,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Speech Recognition,quartznet-15x5-en,onnx,FP32,OpenVINO,passed,,passed,OpenVINO 2026.2
Speech Recognition,quartznet-15x5-en,onnx,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Speech Recognition,quartznet-15x5-en,onnx,FP16-INT8,OpenVINO,passed,,,OpenVINO 2026.2
Large Language Model,Qwen1.5-0.5B,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,Qwen1.5-0.5B-Chat,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,Qwen1.5-1.8B,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,Qwen1.5-1.8B-Chat,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,qwen1.5-14b-chat,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen1.5-14b-chat,pytorch,INT4-MIXED,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen1.5-14b-chat,pytorch,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Large Language Model,Qwen1.5-4B,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,Qwen1.5-4B-Chat,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,Qwen1.5-7B,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,Qwen1.5-7B-Chat,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,qwen2.5-1.5b-instruct,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2.5-1.5b-instruct,pytorch,FP4-NORMALIZED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2.5-1.5b-instruct,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2.5-1.5b-instruct,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2.5-3b-instruct-gptq,pytorch,INT4-MIXED,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2.5-7b-instruct,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2.5-7b-instruct,pytorch,FP4-NORMALIZED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2.5-7b-instruct,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2.5-7b-instruct,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2.5-7b-instruct-1m,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2.5-7b-instruct-1m,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2.5-7b-instruct-1m,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2.5-coder-0.5b-instruct,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2.5-coder-0.5b-instruct,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2.5-coder-0.5b-instruct,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2.5-coder-1.5b-instruct,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2.5-coder-1.5b-instruct,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2.5-coder-1.5b-instruct,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2.5-coder-3b-instruct,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2.5-coder-3b-instruct,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2.5-coder-3b-instruct,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Multimodal Large Language Model,qwen2.5-vl-3b-instruct,pytorch,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Multimodal Large Language Model,qwen2.5-vl-3b-instruct,pytorch,INT4-MIXED,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Multimodal Large Language Model,qwen2.5-vl-3b-instruct,pytorch,INT8-CW,OpenVINO,passed,passed,,OpenVINO 2026.2
Multimodal Large Language Model,qwen2.5-vl-7b-instruct,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Multimodal Large Language Model,qwen2.5-vl-7b-instruct,pytorch,FP4-NORMALIZED,OpenVINO,,passed,passed,OpenVINO 2026.2
Multimodal Large Language Model,qwen2.5-vl-7b-instruct,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Multimodal Large Language Model,qwen2.5-vl-7b-instruct,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2-0.5b,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Large Language Model,qwen2-0.5b,pytorch,BF16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2-0.5b,pytorch,INT4-MIXED,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2-0.5b,pytorch,INT8-CW,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2-1.5b,pytorch,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Large Language Model,qwen2-1.5b,pytorch,INT4-MIXED,OpenVINO,passed,,passed,OpenVINO 2026.2
Large Language Model,qwen2-1.5b,pytorch,INT8-CW,OpenVINO,passed,,passed,OpenVINO 2026.2
Large Language Model,qwen2-7b-instruct,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2-7b-instruct,pytorch,INT4-MIXED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2-7b-instruct,pytorch,FP4-NORMALIZED,OpenVINO,,passed,passed,OpenVINO 2026.2
Large Language Model,qwen2-7b-instruct,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen2-7b-instruct-gptq,pytorch,INT4-MIXED,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Multimodal Large Language Model,qwen2-vl-7b-instruct,pytorch,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Multimodal Large Language Model,qwen2-vl-7b-instruct,pytorch,INT4-MIXED,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Multimodal Large Language Model,qwen2-vl-7b-instruct,pytorch,INT8-CW,OpenVINO,passed,,,OpenVINO 2026.2
Large Language Model,qwen3.5-0.8b,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen3.5-0.8b,pytorch,FP4-NORMALIZED,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen3.5-0.8b,pytorch,INT4-MIXED,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen3.5-0.8b,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen3.5-27b,pytorch,INT4-MIXED,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen3.5-35b-a3b,pytorch,INT4-MIXED,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen3.5-9b,pytorch,INT4-MIXED,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen3.5-9b,pytorch,INT8-CW,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen3.5-9b,pytorch,FP4-NORMALIZED,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen3.5-9b,pytorch,FP16,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen3.6-27b,pytorch,INT4-MIXED,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen3.6-35b-a3b,pytorch,INT4-MIXED,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen3_8b_eagle3,pytorch,INT8-CW,OpenVINO,passed,passed,,OpenVINO 2026.2
Large Language Model,qwen3_8b_eagle3,pytorch,INT4-MIXED,OpenVINO,passed,passed,,OpenVINO 2026.2
Large Language Model,qwen3_8b_eagle3,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Large Language Model,qwen3-30b-a3b,pytorch,INT4-MIXED,OpenVINO,,passed,,OpenVINO 2026.2
Large Language Model,qwen3-30b-a3b,pytorch,INT8-CW,OpenVINO,passed,,,OpenVINO 2026.2
Large Language Model,qwen3-4b,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Large Language Model,qwen3-4b,pytorch,INT4-MIXED,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Large Language Model,qwen3-4b,pytorch,INT8-CW,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Large Language Model,qwen3-8b,pytorch,INT8-CW,OpenVINO,passed,passed,,OpenVINO 2026.2
Large Language Model,qwen3-8b,pytorch,INT4-MIXED,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Large Language Model,qwen3-8b,pytorch,FP4-NORMALIZED,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Large Language Model,qwen3-8b,pytorch,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Natural Language Processing,qwen3-embedding-0.6b,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Natural Language Processing,qwen3-embedding-0.6b,pytorch,INT4-MIXED,OpenVINO,passed,passed,,OpenVINO 2026.2
Natural Language Processing,qwen3-embedding-0.6b,pytorch,INT8-CW,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Natural Language Processing,qwen3-reranker-0.6b,pytorch,INT8-CW,OpenVINO,passed,passed,,OpenVINO 2026.2
Natural Language Processing,qwen3-reranker-0.6b,pytorch,INT4-MIXED,OpenVINO,passed,passed,,OpenVINO 2026.2
Natural Language Processing,qwen3-reranker-0.6b,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Natural Language Processing,qwen3-reranker-0.6b-seq-cls,pytorch,INT8-CW,OpenVINO,passed,passed,,OpenVINO 2026.2
Natural Language Processing,qwen3-reranker-0.6b-seq-cls,pytorch,INT4-MIXED,OpenVINO,passed,passed,,OpenVINO 2026.2
Natural Language Processing,qwen3-reranker-0.6b-seq-cls,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Multimodal Large Language Model,qwen3-vl-4b-instruct,pytorch,INT8-CW,OpenVINO,passed,passed,,OpenVINO 2026.2
Multimodal Large Language Model,qwen3-vl-4b-instruct,pytorch,INT4-MIXED,OpenVINO,passed,passed,,OpenVINO 2026.2
Multimodal Large Language Model,qwen3-vl-4b-instruct,pytorch,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Large Language Model,qwen-7b-chat,pytorch,FP4-NORMALIZED,OpenVINO,,,passed,OpenVINO 2026.2
Large Language Model,qwen-7b-chat,pytorch,FP16,OpenVINO,passed,,,OpenVINO 2026.2
Large Language Model,qwen-7b-chat,pytorch,INT8-CW,OpenVINO,passed,,,OpenVINO 2026.2
Large Language Model,qwen-7b-chat,pytorch,INT4-MIXED,OpenVINO,passed,,passed,OpenVINO 2026.2
Video Classification,r2plus1d_18,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Video Classification,r3d_18,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Movement Prediction,raft_large,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Movement Prediction,raft_small,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
"Image Processing, Enhancement ",rcan,onnx,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
"Image Processing, Enhancement ",rcan,onnx,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
"Image Processing, Enhancement ",rcan,onnx,FP16-INT8,OpenVINO,passed,passed,,OpenVINO 2026.2
Large Language Model,RedPajama-INCITE-7B-Base,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,RedPajama-INCITE-7B-Chat,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,RedPajama-INCITE-7B-Instruct,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Large Language Model,RedPajama-INCITE-Chat-3B-v1,pytorch,INT4,Optimum Intel,passed,passed,,OpenVINO 2026.2
Image Classification,regnet,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,regnet_x_400mf,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,regnet_x_800mf,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,regnet_x_8gf,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,regnet_y_128gf,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,regnet_y_400mf,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,regnet_y_800mf,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,regnet_y_8gf,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,regnetv_040,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,regnetx_032,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,RegNetX_32GF_dds_8gpu,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,regnetx-3.2gf,onnx,FP16-INT8,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,regnetx-3.2gf,onnx,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Image Classification,regnetx-3.2gf,onnx,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Image Classification,regnetx-32gf,pytorch,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Image Classification,regnetx-32gf,pytorch,FP32-INT8,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,regnety_080,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,regnetz_b16,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,repvgg_b3,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,repvgg_b3.rvgg_in1k,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,repvgg-a0,onnx,FP32,OpenVINO,passed,,passed,OpenVINO 2026.2
Image Classification,repvgg-a0,onnx,FP16,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,repvgg-b1,onnx,FP32,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,repvgg-b1,onnx,FP16,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,repvgg-b3,pytorch,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Image Classification,repvgg-b3,onnx,FP16,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,repvgg-b3,onnx,FP16-INT8,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,repvgg-b3,onnx,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Image Classification,repvgg-b3,pytorch,FP32-INT8,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,res2net50_26w_4s,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,res2next50,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,resmlp_12_224.fb_distilled_in1k,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,resmlp_12_distilled_224,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,resmlp-12-distilled-224,onnx,FP32,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resmlp-12-distilled-224,pytorch,FP32,OpenVINO,passed,passed,,OpenVINO 2026.2
Image Classification,resmlp-12-distilled-224,onnx,FP16,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resmlp-12-distilled-224,onnx,FP16-INT8,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resmlp-12-distilled-224,pytorch,FP32-INT8,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnest,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnest200e,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnest50d_4s2x40d,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnest-50-pytorch,onnx,FP32,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resnest-50-pytorch,onnx,FP16,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resnest-50-pytorch,onnx,FP16-INT8,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resnet101,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-101,onnx,FP32,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resnet-101,tf,FP32,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-101,onnx,FP16,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resnet-101,tf,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet152,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-152,onnx,FP32,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resnet-152,tf,FP32,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-152,tf,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-152,onnx,FP16,OpenVINO,passed,passed,,OpenVINO 2026.2
Image Classification,resnet18,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-18,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-18,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-18,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-18,pytorch,intel-optimum default,Optimum Intel,passed,passed,,OpenVINO 2026.2
Image Classification,resnet18-xnor-binary-onnx-0001,onnx,FP16-INT1,OpenVINO,passed,,,OpenVINO 2026.2
Image Classification,resnet34,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-34-pytorch,onnx,FP32,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resnet-34-pytorch,onnx,FP16,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resnet50,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50,tf,FP32,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50,pytorch,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50,tf,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50,tf,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50,paddle,INT8,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50,paddle,FP32,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50,paddle,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50,pytorch,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet50-binary-0001,onnx,FP16-INT1,OpenVINO,passed,,,OpenVINO 2026.2
Image Classification,resnet50d,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet50-int8-onnx-0001,onnx,FP16-INT8,OpenVINO,passed,,passed,OpenVINO 2026.2
Image Classification,resnet-50-pytorch,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50-pytorch,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50-pytorch,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2026.2
Image Classification,resnet-50-tf,tf,FP32,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resnet-50-tf,tf2,FP32,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resnet-50-tf,tf,FP16,OpenVINO,,,passed,OpenVINO 2026.2
Image Classification,resnet-50-tf,tf,FP16-INT8,OpenVINO,passed,,passed,OpenVINO 2026.2
Image Classification,resnet-50-tf,tf2,FP16-INT8,OpenVINO,passed,,,OpenVINO 2026.2
Image Classification,resnet-50-tf,tf2,FP16,OpenVINO,passed,passed,,OpenVINO 2025.3
Image Classification,resnetaa50,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,resnetrs200,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,resnet-v1.5-50,tf,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,resnet-v1.5-50,tf,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,resnet-v1.5-50,tf,INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,resnetv2_101x1_bitm,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,resnext_101_32x8d,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,resnext101_64x4d,pytorch,FP32,torch.compile,passed,passed,passed,OpenVINO 2025.3
Image Classification,resnext101-32x16d-swsl,onnx,FP32,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,resnext101-32x16d-swsl,onnx,FP16,OpenVINO,passed,passed,passed,OpenVINO 2025.3
Image Classification,resnext101-32x16d-swsl,onnx,FP16-INT8,OpenVINO,passed,passed,passed,OpenVINO 2025.3
